requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
NFR-PERF-031,NFR,M,NFR Performance,26,26.6,152,Write endpoints SHALL respond within 400 ms at p95.,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"Same RED-metrics substrate as NFR-PERF-030 (shared http_request_duration_seconds metric, method-labelled) plus the write-latency-p95-breach.md alert rule — the prior baseline's ""no latency measurement substrate"" is now half true: metrics exist, distributed tracing still does not.",alert-rules.spec.ts asserts write-endpoint p95 SLO coverage by name; no live production/load-traffic measurement campaign was run against this threshold,MODULE,,,,,P1-PERF,A,1,YES,,MAYBE,MAYBE,"Same reasoning as NFR-PERF-030: monitoring/alerting substrate exists, current SLA compliance under representative load is not proven.",CHANGED,Same as NFR-PERF-030 — prior baseline predated G1-3; G1-3/MW1D closed the measurement-substrate half of the gap; held at PARTIAL/UNVERIFIED because no SLA-compliance measurement campaign exists.
NFR-PERF-032,NFR,M,NFR Performance,26,26.6,152,The sync batch endpoint SHALL process 500 operations within 3 seconds at p95.,SHARED,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,POST /v1/sync/batch exists (D4-1A) with chunked apply + fast/safe-path fallback specifically engineered for this budget; D4-1B's acceptance correction added ActorResolutionCache (batch-local actor-fact memoization) to address the all-success production-handler path the pre-correction D4-1B report measured at p95 4023ms.,"sync-performance.e2e-spec.ts, sync-contention.e2e-spec.ts, sync-crash-recovery.e2e-spec.ts — 11 suites/90 tests green this session (MW1F §5.8); all-success batch requests in that run logged in the 800ms-2.5s range depending on batch shape, under the 3000ms budget for the paths those suites exercise.",DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,"This session's numbers are LOCAL, single-machine, mixed-workload suite measurements — not a dedicated, isolated 500-operation-at-p95 benchmark, and not a reference-environment-certified figure. The SRS gives no explicit reference-hardware spec for this NFR (unlike NFR-PERF-001/003's named Android reference device), so no EXTERNAL CERTIFICATION classification applies, but the distinction between ""passed under test-suite load"" and ""certified p95 under the literal 500-operation benchmark"" must be preserved: this is PARTIALLY VERIFIED, not VERIFIED-PASSING.",CHANGED,"Prior baseline predates D4-1A/D4-1B entirely (""no sync protocol exists""). D4-1A/D4-1B built the endpoint and its performance-engineered fast path; D4-1B's own report measured the all-success path PARTIAL/NOT COMPLETE (p95 4023ms) pre-correction, and the acceptance correction added the actor-resolution cache aimed at that gap. No dedicated post-correction 500-operation-at-p95 benchmark was run in D4-1B, its correction, or this session — only suite-level pass/fail plus incidental per-request timings — so this stays PARTIAL/PARTIALLY VERIFIED per this rebase's explicit instruction to distinguish local measured topology from a certified benchmark."
NFR-PERF-040,NFR,,NFR Performance,27,27.1,153,Web dashboard Largest | ≤ 2.5 s Contentful Paint,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-side targets; no client in this repository,none,DOMAIN,,,,,P1-PERF,A,1,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PERF-041,NFR,,NFR Performance,27,27.1,153,Web dashboard Interaction | ≤ 200 ms to Next Paint,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-side targets; no client in this repository,none,DOMAIN,,,,,P1-PERF,A,1,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-001,NFR,,NFR Portability,27,27.7,155,"POS supported on Android 9+, iOS 15+, Windows 10+",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-002,NFR,,NFR Portability,27,27.7,155,KDS supported on Android 9+ and evergreen browsers,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-003,NFR,,NFR Portability,27,27.7,156,"Dashboard supported on the two most recent versions of Chrome, Safari, Edge, and Firefox",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-004,NFR,,NFR Portability,27,27.7,156,Dashboard responsive from 360 px to 2560 px,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-005,NFR,,NFR Portability,27,27.7,156,"Deployment portable across major cloud providers (no proprietary lock-in beyond managed Postgres, Redis, object storage)",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PORT-006,NFR,,NFR Portability,27,27.7,156,ESC/POS printer support across the certified hardware matrix,EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,NO,YES,client platform support and printer matrix; deployment portability unproven,none,DOMAIN,,,,,P18-FE,FRONTEND,4,YES,,NO,NO,,UNCHANGED,
NFR-REL-001,NFR,M,NFR Reliability,8,8.9,60,The POS SHALL survive abrupt power loss with no loss of committed orders. Every state transition SHALL be persisted to durable local storage before the UI acknowledges it.,SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,depends on offline local persistence,none,DOMAIN,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-REL-002,NFR,M,NFR Reliability,9,9.5,64,"The KDS SHALL continue to display and accept bump actions for already- received tickets during a network outage, buffering bump events locally.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,depends on KDS offline behaviour,none,DOMAIN,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-REL-003,NFR,M,NFR Reliability,9,9.5,64,"Where the KDS and POS are on the same local network, order routing SHALL function via local peer discovery even when the internet connection is down.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,depends on KDS offline behaviour,none,DOMAIN,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-REL-010,NFR,M,NFR Reliability,21,21.10,120,"No committed sale SHALL be lost under any single-device failure, including abrupt power loss, application crash, or storage exhaustion.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"""depends on sync"" (prior evidence) — sync now exists (D4-1A/D4-1B): SyncBatchService durably persists the batch response BEFORE acknowledging it (docblock: ""DURABLE BEFORE ACKNOWLEDGED""), and sync-crash-recovery.e2e-spec.ts proves a simulated process death after a chunk commits does not lose or duplicate that chunk's effect. This closes the SERVER-side half of the risk this requirement names.",sync-crash-recovery.e2e-spec.ts — part of the green targeted Sync run this session (MW1F §5.8),DOMAIN,,,,,P17-DR,G,4,YES,,NO,NO,"The requirement's literal text is about the DEVICE (POS/KDS terminal) surviving power loss/crash/storage exhaustion without losing a committed sale — that is a client-side local-durable-storage concern, and no POS/KDS client exists in this repository. The proven server-side crash-recovery is necessary but not sufficient: it protects a sale ONCE the device has successfully transmitted it, not the device-local risk the requirement is actually about.",CHANGED,"Status held at NOT IMPLEMENTED (the client-side/local-device half of the requirement remains entirely unaddressed — no client exists), but repo_evidence corrected: D4-1A/D4-1B (post-dating the prior baseline) proved the server-side durable-before-ack guarantee, which the stale ""depends on sync"" note could not have anticipated."
NFR-REL-011,NFR,M,NFR Reliability,21,21.10,120,"The System SHALL guarantee at-most-once financial effect for any operation, enforced by idempotency keys.",SHARED,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"Prior evidence (sales-payment-concurrency, cash-movements idempotency) unchanged; ADDITIONALLY, D4-1A's sync.operation_dedup registry (opId+fingerprint-keyed, exactly-once settlement, durable within the same transaction/savepoint as the handler's business effect) gives every offline sync operation type at-most-once financial-effect protection, not only the two previously-cited HTTP paths.",sync-idempotency.e2e-spec.ts (new) alongside the pre-existing sales-payment-concurrency.e2e-spec.ts / cash-movements-close-and-payment-concurrency.e2e-spec.ts — all green this session,DIRECT,,,,,P17-DR,G,4,YES,,MAYBE,MAYBE,"Coverage widened (Sync channel added) but the prior gap (""not applied to every financially significant endpoint"") is not closed — ordinary HTTP endpoints outside Sync and outside the two previously-cited suites still rely on the pre-existing, endpoint-by-endpoint idempotency mechanism, not a universal one.",CHANGED,"Prior baseline predates D4-1A entirely. D4-1A added a durable, dedup-registry-backed at-most-once guarantee for the Sync operation channel specifically — genuine additional evidence, but the requirement's ""any operation""/universal-coverage clause is still not met, so status holds at PARTIAL/PARTIALLY VERIFIED with widened evidence."
NFR-REL-012,NFR,,NFR Reliability,27,27.3,154,Data durability | ≥ 99.999999999% (managed storage guarantee),BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,no durability or RPO/RTO mechanism,none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-REL-013,NFR,,NFR Reliability,27,27.3,154,RPO / RTO | ≤ 5 min / ≤ 60 min,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,no durability or RPO/RTO mechanism,none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-001,NFR,,NFR Scalability,27,27.2,153,"Tenants per regional | ≥ 10,000 deployment",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-002,NFR,,NFR Scalability,27,27.2,153,Branches per tenant | ≥ 500,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-003,NFR,,NFR Scalability,27,27.2,153,"Concurrent active terminals | ≥ 50,000 per region",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-004,NFR,,NFR Scalability,27,27.2,153,"Orders per second, peak, per | ≥ 500 region",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-005,NFR,,NFR Scalability,27,27.2,153,"Menu items per brand | ≥ 5,000",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-006,NFR,,NFR Scalability,27,27.2,153,"Stock items per tenant | ≥ 20,000",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-007,NFR,,NFR Scalability,27,27.2,153,Horizontal API scaling | Stateless; linear to ≥ 40 pods,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-SCALE-008,NFR,,NFR Scalability,27,27.2,153,Read scaling | Replicas addable without application change,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no load testing, no scaling evidence, single-instance deployment",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-USA-001,NFR,M,NFR Usability,8,8.9,60,A three-line dine-in order with no modifiers SHALL be completable in no more than 6 user interactions from an empty screen.,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-002,NFR,M,NFR Usability,8,8.9,60,All primary touch targets SHALL be at least 48 × 48 dp with at least 8 dp separation.,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-003,NFR,,NFR Usability,27,27.4,154,Signup to first order ≤ 30 minutes median,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-004,NFR,M,NFR Usability,8,8.9,60,"The POS SHALL be fully operable by a user who cannot read, using a configurable image-based menu grid.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-005,NFR,,NFR Usability,27,27.4,154,New cashier productive after ≤ 30 minutes of training,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-006,NFR,M,NFR Usability,9,9.5,64,"All KDS text conveying item identity SHALL be legible at 2 metres on a 21- inch display at 1920×1080, implying a minimum effective font size of 24 pt for item names.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-007,NFR,,NFR Usability,27,27.4,154,Dashboard meets WCAG 2.1 Level AA,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-008,NFR,,NFR Usability,27,27.4,154,"Contrast ratio ≥ 4.5:1 for text, ≥ 3:1 for UI components",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-009,NFR,,NFR Usability,27,27.4,154,Dashboard fully keyboard-navigable,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-010,NFR,,NFR Usability,27,27.4,154,Every destructive action is confirmable or undoable,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-USA-011,NFR,,NFR Usability,27,27.4,154,Every error message states what happened and what to do next,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-owned usability and accessibility targets,none,DOMAIN,,,,,P18-FE,FRONTEND,4,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
